   1.0274000e+02   2.5123000e+01
   9.4414760e+01   2.9483097e+01
   0.0000000e+00   6.1193804e+03   6.1193804e+03
   1.0000000e+00  -8.9495780e+02   1.0872706e+04
   2.0000000e+00   1.1853639e+03   3.2429224e+02
   3.0000000e+00   6.0825980e+03  -6.5507015e+03
   4.0000000e+00   8.5531995e+03   1.9066636e+03
   5.0000000e+00   2.1085679e+03   6.9508867e+03
   6.0000000e+00  -6.4293047e+03   3.0889152e+03
   7.0000000e+00   1.2346490e+03  -1.0755874e+03
   8.0000000e+00   1.2688407e+04  -5.3134058e+03
   9.0000000e+00   5.8901317e+03  -6.1863129e+03
   1.0000000e+01  -6.2457438e+03  -2.8970910e+03
   1.1000000e+01  -6.7600782e+03  -2.0443411e+03
   1.2000000e+01   2.3443962e+03  -1.2912373e+03
   1.3000000e+01   1.4269765e+04  -8.5954576e+02
   1.4000000e+01   1.3951945e+04  -5.9280765e+03
   1.5000000e+01  -2.0384359e+03  -8.0289835e+03
   1.6000000e+01  -1.0128883e+04  -3.2685334e+03
   1.7000000e+01  -2.3099981e+03   6.3556431e+01
   1.8000000e+01   5.9189659e+03   3.5828561e+03
   1.9000000e+01   9.3424494e+03   6.3747822e+03
   2.0000000e+01   6.0230003e+03   5.6189596e+02
   2.1000000e+01  -4.7211873e+03  -6.2231713e+03
   2.2000000e+01  -8.8078572e+03  -7.8541318e+03
   2.3000000e+01  -2.2857762e+03  -1.0540277e+04
   2.4000000e+01   1.9197071e+03  -9.2457258e+03
   2.5000000e+01   1.2743701e+03   4.6929806e+00
   2.6000000e+01   4.7313454e+02   6.1088491e+03
   2.7000000e+01   2.9580056e+02   4.4376954e+03
   2.8000000e+01   1.8087685e+02  -3.5883809e+03
   2.9000000e+01  -3.1097840e+03  -1.5268013e+04
   3.0000000e+01  -5.8097549e+03  -1.6775176e+04
   3.1000000e+01  -1.1200611e+03  -2.6385556e+03
   3.2000000e+01   1.4225957e+03   1.3513615e+04
   3.3000000e+01  -3.5498992e+03   1.9715663e+04
   3.4000000e+01  -4.4977460e+03   9.2242487e+03
   3.5000000e+01  -2.2847285e+03  -1.2390483e+04
   3.6000000e+01  -3.6394758e+03  -1.9461886e+04
   3.7000000e+01  -2.7680761e+03  -2.6314547e+03
   3.8000000e+01  -1.0416662e+03   1.5651896e+04
   3.9000000e+01  -2.1834289e+03   1.7655729e+04
   4.0000000e+01  -4.7921434e+02   5.0491227e+03
   4.1000000e+01  -9.7517580e+02  -8.9824531e+03
   4.2000000e+01  -7.1340827e+03  -1.0132154e+04
   4.3000000e+01  -5.8222180e+03  -3.3448132e+03
   4.4000000e+01   1.2211047e+03  -6.8560405e+02
   4.5000000e+01   7.7291787e+02   2.4610840e+03
   4.6000000e+01  -3.7862759e+03   7.9106744e+03
   4.7000000e+01  -6.8798946e+03   7.6234930e+03
   4.8000000e+01  -5.9131435e+03   2.2762001e+03
   4.9000000e+01   2.9910094e+03  -5.0939981e+03
   5.0000000e+01   7.6354891e+03  -8.3578853e+03
   5.1000000e+01  -5.4168019e+02   3.0189810e+03
   5.2000000e+01  -4.7433852e+03   1.6347599e+04
   5.3000000e+01   1.1010959e+03   1.1753516e+04
   5.4000000e+01   3.6396737e+03   7.6054912e+02
   5.5000000e+01   7.0457503e+02  -1.5129564e+03
   5.6000000e+01  -2.6773640e+03   1.0084197e+02
   5.7000000e+01  -3.4780180e+03   2.7993591e+03
