   1.0274000e+02   2.5123000e+01
   9.9643300e+01   2.5487600e+01
   0.0000000e+00   6.0471205e+04   6.0471205e+04
   1.0000000e+00   1.8641869e+05  -7.9569096e+04
   2.0000000e+00   3.8459902e+04  -2.2053611e+04
   3.0000000e+00  -2.5518386e+05   1.3995647e+05
   4.0000000e+00  -2.8829893e+05   1.0283406e+05
   5.0000000e+00   2.7254113e+04  -1.9601689e+05
   6.0000000e+00   3.3735756e+05  -3.0648649e+05
   7.0000000e+00   3.1390801e+05   2.3034785e+04
   8.0000000e+00  -1.0233940e+04   3.5579592e+05
   9.0000000e+00  -2.9284929e+05   2.8591083e+05
   1.0000000e+01  -2.2915637e+05  -4.4921170e+04
   1.1000000e+01   6.6738832e+04  -2.6904868e+05
   1.2000000e+01   2.2084217e+05  -1.8825389e+05
   1.3000000e+01   1.0021060e+05   5.0630873e+04
   1.4000000e+01  -7.3163671e+04   1.5312661e+05
   1.5000000e+01  -7.3591600e+04   8.6869183e+04
   1.6000000e+01   2.6684461e+04   2.9261450e+03
   1.7000000e+01   5.4204810e+04  -5.2305531e+04
   1.8000000e+01   6.2424083e+03  -3.2120881e+04
   1.9000000e+01  -6.4288954e+04   4.7269038e+04
   2.0000000e+01  -1.1940930e+05   6.9753887e+03
   2.1000000e+01  -5.5424969e+04  -1.1779122e+05
   2.2000000e+01   1.1577310e+05  -1.0459508e+05
   2.3000000e+01   1.5160109e+05   2.8851684e+04
   2.4000000e+01  -2.8781725e+04   1.1046992e+05
   2.5000000e+01  -1.7984752e+05   7.3014984e+04
   2.6000000e+01  -1.2786399e+05  -3.1459532e+04
   2.7000000e+01   4.8080254e+04  -9.8094857e+04
   2.8000000e+01   1.3580153e+05  -8.6228229e+04
   2.9000000e+01   3.7684178e+04  -4.4474593e+04
   3.0000000e+01  -5.5653327e+04   2.3975715e+04
   3.1000000e+01  -2.1316626e+03   1.1467751e+05
   3.2000000e+01   7.5484202e+04   1.1303977e+05
   3.3000000e+01   4.8688645e+04   8.3337953e+03
   3.4000000e+01  -6.3226733e+04  -6.2029201e+04
   3.5000000e+01  -1.0865488e+05  -5.7764760e+04
   3.6000000e+01   5.4155884e+03  -1.3258787e+04
   3.7000000e+01   1.0869927e+05   3.2710255e+04
   3.8000000e+01   1.8479569e+04   1.9277382e+04
   3.9000000e+01  -1.2675228e+05  -3.8261025e+04
   4.0000000e+01  -9.9279051e+04  -5.2633279e+04
   4.1000000e+01   5.2265090e+04   2.3732353e+03
   4.2000000e+01   1.3340924e+05   4.9601082e+04
   4.3000000e+01   4.5002283e+04   1.1108383e+04
   4.4000000e+01  -1.2221653e+05  -6.8713027e+04
   4.5000000e+01  -1.2955044e+05  -6.3802197e+04
   4.6000000e+01   4.5216369e+04   2.7172331e+04
   4.7000000e+01   1.4999315e+05   6.9208126e+04
   4.8000000e+01   8.3660720e+04   4.5450409e+04
   4.9000000e+01  -4.3008110e+04   4.8051319e+03
   5.0000000e+01  -1.1907940e+05  -6.0492046e+04
   5.1000000e+01  -6.9214953e+04  -4.8506685e+04
   5.2000000e+01   6.3278424e+04   6.4393855e+04
   5.3000000e+01   7.3716952e+04   7.7701684e+04
   5.4000000e+01  -7.4179938e+04  -3.1632394e+04
   5.5000000e+01  -1.1469925e+05  -7.8856554e+04
   5.6000000e+01   4.2217545e+04  -2.2195761e+04
   5.7000000e+01   1.4694272e+05   5.0013375e+04
   5.8000000e+01   3.5919918e+04   5.8779784e+04
   5.9000000e+01  -1.3965907e+05  -2.8894046e+04
   6.0000000e+01  -1.1514854e+05  -9.8319211e+04
   6.1000000e+01   7.6351464e+04  -2.6723204e+04
   6.2000000e+01   1.1117332e+05   6.7708386e+04
   6.3000000e+01  -4.6034639e+04   5.9510920e+04
   6.4000000e+01  -9.5303389e+04  -1.0288914e+04
   6.5000000e+01   2.8871773e+04  -8.1824702e+04
   6.6000000e+01   1.3395570e+05  -5.2227084e+04
   6.7000000e+01   1.1123405e+05   8.1400412e+04
   6.8000000e+01  -4.1674572e+04   1.0856808e+05
   6.9000000e+01  -1.7527079e+05  -2.6715673e+04
   7.0000000e+01  -8.5672558e+04  -1.1694698e+05
   7.1000000e+01   1.1769540e+05  -4.0833068e+04
   7.2000000e+01   1.6754214e+05   8.5832465e+04
   7.3000000e+01   1.9660329e+04   9.5506974e+04
   7.4000000e+01  -1.5677548e+05  -2.4476175e+04
   7.5000000e+01  -1.3769792e+05  -1.0786115e+05
   7.6000000e+01   5.5875139e+04  -3.1704855e+04
   7.7000000e+01   1.2868129e+05   8.1461720e+04
   7.8000000e+01  -4.8614883e+03   7.5108856e+04
   7.9000000e+01  -1.2486626e+05  -2.6280374e+04
   8.0000000e+01  -8.7873591e+04  -1.0121453e+05
   8.1000000e+01   6.0366722e+04  -2.4221564e+04
   8.2000000e+01   1.6035121e+05   1.3560478e+05
   8.3000000e+01   7.0454334e+04   1.3036816e+05
   8.4000000e+01  -7.3118626e+04  -5.2710532e+04
   8.5000000e+01  -4.8162756e+04  -1.6707463e+05
   8.6000000e+01   6.0479602e+04  -7.3141701e+04
   8.7000000e+01   8.1791380e+04   1.2313187e+05
   8.8000000e+01   1.3516696e+03   1.8451526e+05
   8.9000000e+01  -6.4167495e+04   9.8914581e+03
   9.0000000e+01   3.3124306e+04  -1.6661850e+05
   9.1000000e+01   1.3633874e+05  -9.6250278e+04
   9.2000000e+01   7.0200235e+03   8.1144513e+04
   9.3000000e+01  -1.6370677e+05   1.2465935e+05
   9.4000000e+01  -1.3912079e+05   2.2574820e+04
   9.5000000e+01   1.1622943e+04  -1.0870825e+05
   9.6000000e+01   1.8483255e+05  -1.0222919e+05
   9.7000000e+01   2.6710957e+05   5.1951000e+04
   9.8000000e+01   1.1046837e+05   1.3831709e+05
   9.9000000e+01  -1.8362192e+05   7.7362192e+04
   1.0000000e+02  -3.1514341e+05  -2.3741212e+04
   1.0100000e+02  -1.6789089e+05  -8.7990119e+04
   1.0200000e+02   1.3349811e+05  -7.0222925e+04
   1.0300000e+02   3.2832413e+05   1.8349530e+04
   1.0400000e+02   1.7293314e+05   6.7685839e+04
   1.0500000e+02  -1.9084016e+05   3.3530000e+04
   1.0600000e+02  -3.3062326e+05  -1.1789309e+04
   1.0700000e+02  -1.5566336e+05  -5.4292540e+04
   1.0800000e+02  -7.9640585e+03  -1.0333451e+05
   1.0900000e+02  -1.1441568e+05  -1.2188208e+05
   1.1000000e+02  -3.0654155e+05  -1.0251487e+05
   1.1100000e+02  -2.2254139e+05  -1.0335070e+04
   1.1200000e+02   2.7247267e+05   1.3669462e+05
   1.1300000e+02   7.2982496e+05   1.7718648e+05
   1.1400000e+02   5.3876190e+05   4.8755942e+04
   1.1500000e+02  -1.9040685e+05  -1.1895917e+05
   1.1600000e+02  -6.5621920e+05  -1.4512773e+05
   1.1700000e+02  -2.9986458e+05   4.5831822e+04
   1.1800000e+02   4.6232054e+05   2.4447869e+05
   1.1900000e+02   6.7217694e+05   1.4926166e+05
   1.2000000e+02   9.2566545e+04  -1.2326893e+05
   1.2100000e+02  -5.4152567e+05  -1.6277743e+05
   1.2200000e+02  -5.3213946e+05   4.6734728e+04
   1.2300000e+02   2.5208641e+04   1.3036980e+05
   1.2400000e+02   3.9804542e+05  -4.7642050e+04
   1.2500000e+02   1.1990142e+05  -2.1527148e+05
   1.2600000e+02  -3.3034496e+05  -1.1586832e+05
   1.2700000e+02  -2.6249854e+05   1.0438985e+05
   1.2800000e+02   1.1158237e+05   1.3600603e+05
   1.2900000e+02   1.6586996e+05  -1.5388950e+04
   1.3000000e+02  -3.8502500e+04  -1.2971311e+05
   1.3100000e+02  -6.4658441e+04  -1.0061329e+05
   1.3200000e+02   6.0823156e+04   3.0593973e+04
   1.3300000e+02   4.5269194e+04   1.3434178e+05
   1.3400000e+02  -1.5138797e+04   8.8470075e+04
   1.3500000e+02   1.0539513e+05  -4.4535579e+04
   1.3600000e+02   1.2823331e+05  -7.7303378e+04
   1.3700000e+02  -1.1987620e+05   7.6266731e+03
   1.3800000e+02  -1.7659982e+05   5.7774697e+04
   1.3900000e+02   6.3238068e+04  -6.4236971e+03
   1.4000000e+02   1.1752311e+05  -8.5372643e+04
   1.4100000e+02  -3.5917896e+04  -2.8034431e+04
   1.4200000e+02  -5.0091263e+04   8.4352768e+04
   1.4300000e+02   1.6389893e+04   6.0614704e+04
   1.4400000e+02  -3.3670432e+03  -2.5196040e+04
   1.4500000e+02  -6.4671338e+03  -3.3340591e+04
   1.4600000e+02   1.5272367e+04  -2.6212186e+04
   1.4700000e+02  -2.4153200e+04  -2.9699797e+04
   1.4800000e+02  -3.8922386e+04   3.0806567e+04
   1.4900000e+02   2.4697020e+04   9.3036022e+04
   1.5000000e+02   8.6238910e+04   6.1174684e+04
   1.5100000e+02   7.7373497e+04  -1.2152557e+04
   1.5200000e+02  -2.4047598e+03  -6.3128871e+04
   1.5300000e+02  -6.0462909e+04  -4.9163093e+04
   1.5400000e+02  -6.8880474e+03   3.0991773e+04
   1.5500000e+02   9.7509728e+04   6.0383957e+04
   1.5600000e+02   9.0159177e+04   1.6451879e+04
