   1.0274000e+02   2.5123000e+01
   9.2226280e+01   2.9040613e+01
   0.0000000e+00   5.9046861e+03   5.9046861e+03
   1.0000000e+00   3.5942132e+04  -2.9955855e+04
   2.0000000e+00   1.2810105e+04  -2.6698544e+04
   3.0000000e+00  -4.0415997e+04  -2.6101031e+03
   4.0000000e+00  -5.2018996e+04   2.4762124e+03
   5.0000000e+00  -4.7450689e+02  -3.3961791e+03
   6.0000000e+00   5.0488584e+04   3.4873704e+03
   7.0000000e+00   3.6912481e+04  -6.8467811e+03
   8.0000000e+00  -2.4274592e+04  -4.5107665e+04
   9.0000000e+00  -5.6530966e+04  -4.1670698e+04
   1.0000000e+01  -2.6617333e+04   5.9313856e+03
   1.1000000e+01   1.4642225e+04   1.4531395e+04
   1.2000000e+01   2.4087974e+04  -6.8263130e+03
   1.3000000e+01   1.9585179e+04  -6.4557664e+03
   1.4000000e+01   1.3886441e+04  -1.3644528e+04
   1.5000000e+01  -1.1902772e+04  -3.3329397e+04
   1.6000000e+01  -3.8381661e+04  -1.8187259e+04
   1.7000000e+01  -1.5880325e+04   6.3303005e+03
   1.8000000e+01   4.2361844e+04  -6.1525026e+03
   1.9000000e+01   7.5347739e+04  -2.1878292e+04
   2.0000000e+01   5.4055078e+04  -1.0331500e+04
   2.1000000e+01   5.8108997e+03  -1.2354932e+03
   2.2000000e+01  -1.7285043e+04  -1.7504569e+04
   2.3000000e+01   4.7777370e+03  -3.3733671e+04
   2.4000000e+01   5.1309079e+04  -2.3343450e+04
   2.5000000e+01   7.0236871e+04  -3.3326489e+03
   2.6000000e+01   2.1686856e+04   1.9382783e+04
   2.7000000e+01  -3.5723849e+04   5.0611541e+04
   2.8000000e+01  -2.1142481e+04   4.6688711e+04
   2.9000000e+01   3.3200026e+04  -1.4958693e+04
   3.0000000e+01   4.6565386e+04  -6.8050772e+04
   3.1000000e+01   3.1828148e+03  -4.7389780e+04
   3.2000000e+01  -4.6508215e+04   1.8088068e+04
   3.3000000e+01  -4.0339322e+04   5.3701517e+04
   3.4000000e+01   2.1388168e+04   3.3386249e+04
   3.5000000e+01   5.7886848e+04  -2.7521111e+04
   3.6000000e+01   1.9795910e+04  -8.3586650e+04
   3.7000000e+01  -3.7025476e+04  -6.8108434e+04
   3.8000000e+01  -4.1007688e+04   1.6863013e+04
   3.9000000e+01   1.1087049e+04   9.0194507e+04
   4.0000000e+01   6.3006269e+04   7.7422615e+04
   4.1000000e+01   5.7942431e+04  -1.2646146e+04
   4.2000000e+01   5.4439389e+03  -6.9268300e+04
   4.3000000e+01  -3.2657276e+04  -1.9700440e+04
   4.4000000e+01  -1.6345455e+04   6.1105561e+04
   4.5000000e+01   3.1795927e+04   7.6042764e+04
   4.6000000e+01   5.2048021e+04   2.6507319e+04
   4.7000000e+01   9.0726698e+03  -2.6520183e+04
   4.8000000e+01  -6.1982773e+04  -3.4418123e+04
   4.9000000e+01  -7.4091994e+04  -3.5294270e+03
   5.0000000e+01  -9.0965063e+03   2.4691734e+04
   5.1000000e+01   4.5028126e+04   3.0153604e+04
   5.2000000e+01   2.9537720e+04   1.4880916e+04
   5.3000000e+01  -3.0336442e+04  -6.5356710e+03
   5.4000000e+01  -7.3261407e+04  -1.3285454e+04
   5.5000000e+01  -5.4333195e+04  -3.7791166e+03
   5.6000000e+01   2.0505881e+02   1.6421570e+04
   5.7000000e+01   3.6148321e+04   3.1359074e+04
   5.8000000e+01   3.1201037e+04   2.3731143e+04
   5.9000000e+01  -1.1690212e+04   1.6946033e+04
   6.0000000e+01  -4.9768694e+04   1.7360565e+04
   6.1000000e+01  -3.3444006e+04   7.7276076e+02
   6.2000000e+01   1.7339883e+04  -3.5231430e+03
   6.3000000e+01   3.9003386e+04   2.8343579e+04
   6.4000000e+01   7.1034374e+03   4.1733650e+04
   6.5000000e+01  -3.8991671e+04   6.3317530e+03
   6.6000000e+01  -3.9897115e+04  -2.6668480e+04
   6.7000000e+01   5.7260619e+03  -1.7849481e+04
   6.8000000e+01   3.0483292e+04   1.3675940e+04
   6.9000000e+01  -6.0883772e+02   2.9541853e+04
   7.0000000e+01  -4.4663373e+04   1.3062419e+04
   7.1000000e+01  -5.7863314e+04  -6.7596995e+03
   7.2000000e+01  -3.9726469e+04  -6.5249925e+03
   7.3000000e+01  -3.7813930e+03  -5.8242022e+03
   7.4000000e+01   3.2049108e+04  -7.3585074e+03
   7.5000000e+01   3.3375790e+04   1.5964857e+03
   7.6000000e+01  -8.8442684e+03   5.8226245e+03
