   1.0274000e+02   2.5123000e+01
   1.0319670e+02   2.6059800e+01
   0.0000000e+00   6.4092898e+05   6.4092898e+05
   1.0000000e+00  -1.4927309e+05   6.5667854e+05
   2.0000000e+00  -4.3483070e+05   4.2022200e+04
   3.0000000e+00   2.8237250e+05  -4.2174359e+05
   4.0000000e+00   8.1673366e+05  -3.6077487e+05
   5.0000000e+00   3.4193187e+05   3.5994180e+05
   6.0000000e+00  -4.6100738e+05   8.5612304e+05
   7.0000000e+00  -6.5470831e+05   1.9860962e+05
   8.0000000e+00  -2.8871993e+05  -7.9817901e+05
   9.0000000e+00   1.4555657e+05  -8.7118615e+05
   1.0000000e+01   3.6178005e+05   8.5262470e+04
   1.1000000e+01   2.2273787e+05   9.8373558e+05
   1.2000000e+01  -1.6333523e+05   6.2768770e+05
   1.3000000e+01  -5.4063788e+05  -5.0527739e+05
   1.4000000e+01  -4.9929911e+05  -8.9461857e+05
   1.5000000e+01   2.4967263e+05  -1.9898900e+05
   1.6000000e+01   9.2549457e+05   5.8185824e+05
   1.7000000e+01   4.8777049e+05   4.1780630e+05
   1.8000000e+01  -4.7695812e+05  -3.9543257e+05
   1.9000000e+01  -5.6685935e+05  -5.2779461e+05
   2.0000000e+01   1.9809451e+05   1.1926671e+05
   2.1000000e+01   6.3257998e+05   3.8215494e+05
   2.2000000e+01   2.2160160e+05   6.4958892e+04
   2.3000000e+01  -5.8036117e+05  -2.2768904e+05
   2.4000000e+01  -9.5716666e+05  -3.5554642e+05
   2.5000000e+01  -3.8748426e+05  -2.7723019e+05
   2.6000000e+01   3.8608640e+05   5.5081199e+04
   2.7000000e+01   2.5247839e+05   3.3922978e+05
   2.8000000e+01  -4.4701709e+05   2.9735778e+05
   2.9000000e+01  -6.4250652e+05  -1.4245779e+04
   3.0000000e+01  -9.8125712e+04  -1.9051625e+05
   3.1000000e+01   5.1095365e+05   9.8517701e+04
   3.2000000e+01   4.9750015e+05   3.6369129e+05
   3.3000000e+01   8.6371926e+04   4.7655481e+04
   3.4000000e+01   4.9409803e+04  -2.3742481e+05
