   1.0274000e+02   2.5123000e+01
   9.9794200e+01   2.8937800e+01
   0.0000000e+00  -3.6837970e+04  -3.6837970e+04
   1.0000000e+00   1.1827301e+05  -7.8688895e+04
   2.0000000e+00   1.0398210e+05   1.9564098e+04
   3.0000000e+00  -9.4585332e+04   5.3303354e+04
   4.0000000e+00  -1.3712812e+05  -5.7235447e+04
   5.0000000e+00   4.4069185e+04  -1.6801881e+05
   6.0000000e+00   1.3870285e+05  -1.0989569e+05
   7.0000000e+00   7.7694935e+04   6.2301510e+04
   8.0000000e+00   3.7834515e+04   1.5571386e+05
   9.0000000e+00  -1.4977954e+04   9.4090137e+04
   1.0000000e+01  -1.1138001e+05  -7.1106872e+04
   1.1000000e+01  -1.0693139e+05  -1.9887087e+05
   1.2000000e+01  -6.1673027e+03  -1.3804146e+05
   1.3000000e+01   8.9003733e+04   6.2922067e+04
   1.4000000e+01   1.3066806e+05   2.0337540e+05
   1.5000000e+01   7.2856252e+04   1.7568846e+05
   1.6000000e+01  -3.3437627e+04   1.4811877e+04
   1.7000000e+01  -1.2165170e+05  -1.5934086e+05
   1.8000000e+01  -1.7909819e+05  -1.9064712e+05
   1.9000000e+01  -7.5362699e+04  -3.3485267e+04
   2.0000000e+01   2.0660931e+05   1.5527020e+05
   2.1000000e+01   3.2171578e+05   1.8644572e+05
   2.2000000e+01   5.4479012e+04   4.2701538e+04
   2.3000000e+01  -2.6765363e+05  -1.2152285e+05
   2.4000000e+01  -2.5940400e+05  -1.5158954e+05
   2.5000000e+01  -1.9248812e+04  -6.5271040e+04
   2.6000000e+01   1.2168629e+05   3.4799633e+04
   2.7000000e+01   6.7205825e+04   9.4691140e+04
   2.8000000e+01  -2.9036149e+04   5.6600589e+04
   2.9000000e+01  -5.9469758e+04  -4.3870308e+04
   3.0000000e+01  -7.8383279e+04  -5.7898693e+04
   3.1000000e+01  -8.7979274e+04   7.1001080e+02
   3.2000000e+01  -1.0443964e+04   1.4585787e+04
   3.3000000e+01   1.2674037e+05   8.3163943e+03
   3.4000000e+01   2.1013576e+05   3.1182865e+04
   3.5000000e+01   1.2679828e+05   5.1119450e+04
   3.6000000e+01  -7.6854780e+04   3.6923548e+04
   3.7000000e+01  -1.5397883e+05  -2.1348626e+04
   3.8000000e+01  -3.9017834e+04  -8.4209459e+04
   3.9000000e+01   7.7099882e+04  -6.3058091e+04
   4.0000000e+01   1.0011569e+05   3.9286671e+04
   4.1000000e+01   4.4827381e+04   9.3774558e+04
   4.2000000e+01  -6.8539286e+04   2.4970330e+04
   4.3000000e+01  -1.4374759e+05  -7.7083393e+04
   4.4000000e+01  -9.3192284e+04  -6.7636002e+04
   4.5000000e+01   2.7675980e+04   4.8057205e+04
   4.6000000e+01   8.3635070e+04   9.0931362e+04
   4.7000000e+01   2.4011282e+04  -4.3655676e+03
   4.8000000e+01  -3.9599119e+04  -6.4330379e+04
   4.9000000e+01   1.1370884e+04   1.4338410e+02
   5.0000000e+01   9.6005804e+04   6.0477905e+04
   5.1000000e+01   6.9737491e+04   4.1220362e+04
   5.2000000e+01  -8.3840303e+03   1.1043717e+04
   5.3000000e+01  -1.5523741e+04   2.3139442e+04
   5.4000000e+01   2.8292804e+03   2.6874110e+04
   5.5000000e+01  -8.1240610e+02  -3.5625758e+04
   5.6000000e+01   2.3610880e+04  -7.8342631e+04
   5.7000000e+01   4.7088197e+04   8.1166960e+02
   5.8000000e+01  -2.2889317e+03   1.0205519e+05
   5.9000000e+01  -8.9631975e+04   8.1539590e+04
