   1.0274000e+02   2.5123000e+01
   1.0148050e+02   3.0055000e+01
   0.0000000e+00  -8.2941528e+04  -8.2941528e+04
   1.0000000e+00  -5.2221240e+04   8.1982517e+03
   2.0000000e+00   9.3754580e+04   3.8692495e+04
   3.0000000e+00   1.4188790e+05  -3.6809798e+04
   4.0000000e+00   2.5554111e+04  -8.7979385e+04
   5.0000000e+00  -6.3602935e+04  -3.0853535e+04
   6.0000000e+00  -2.1810835e+04   6.9729252e+04
   7.0000000e+00  -2.9482802e+03   5.3940228e+04
   8.0000000e+00  -3.3678287e+04  -1.1153872e+05
   9.0000000e+00   6.4264314e+04  -1.9310910e+05
   1.0000000e+01   1.8500830e+05  -1.1705489e+04
   1.1000000e+01   4.4149334e+04   2.3737694e+05
   1.2000000e+01  -2.2530565e+05   2.4553969e+05
   1.3000000e+01  -2.2255595e+05   5.1582237e+03
   1.4000000e+01   7.7071707e+04  -2.1236481e+05
   1.5000000e+01   2.7696734e+05  -1.8295872e+05
   1.6000000e+01   1.5059914e+05   4.8404054e+04
   1.7000000e+01  -7.2929678e+04   2.3129013e+05
   1.8000000e+01  -1.2843093e+05   1.8847836e+05
   1.9000000e+01  -6.9431097e+04  -1.4467542e+04
   2.0000000e+01  -2.0853630e+04  -2.0280015e+05
   2.1000000e+01   8.2994006e+04  -2.4579660e+05
   2.2000000e+01   2.1218910e+05  -1.0952578e+05
   2.3000000e+01   1.1020533e+05   7.9918137e+04
   2.4000000e+01  -1.9715829e+05   1.4655067e+05
   2.5000000e+01  -3.1811618e+05   6.6373019e+04
   2.6000000e+01  -7.7716974e+04  -6.2443355e+04
   2.7000000e+01   2.5061314e+05  -1.2729948e+05
   2.8000000e+01   2.6562580e+05  -5.4767003e+04
   2.9000000e+01  -5.6359170e+04   8.5289464e+04
   3.0000000e+01  -2.7062604e+05   1.1975543e+05
   3.1000000e+01  -7.9650929e+04   2.5304028e+04
   3.2000000e+01   2.1493229e+05  -3.8990253e+04
   3.3000000e+01   1.5901446e+05  -1.1034654e+04
   3.4000000e+01  -1.0102262e+05   6.6676621e+03
   3.5000000e+01  -8.2076732e+04  -3.0306533e+04
   3.6000000e+01   1.0486228e+05  -6.5140609e+04
   3.7000000e+01   5.2852157e+04  -6.4228779e+04
   3.8000000e+01  -8.3464537e+04  -2.4054482e+04
   3.9000000e+01  -1.9347690e+04   3.3893496e+04
   4.0000000e+01   5.9183470e+04   3.3336559e+04
   4.1000000e+01  -3.2163642e+04  -5.1595009e+04
