   1.0274000e+02   2.5123000e+01
   1.0024070e+02   2.4532000e+01
   0.0000000e+00   4.8672323e+04   4.8672323e+04
   1.0000000e+00  -2.5555529e+05   3.8481643e+05
   2.0000000e+00  -2.1626739e+05   2.8511211e+05
   3.0000000e+00   4.1890765e+04  -2.1981417e+05
   4.0000000e+00   1.8275967e+05  -4.7620679e+05
   5.0000000e+00   8.2453800e+04  -1.4773893e+05
   6.0000000e+00  -6.7081555e+04   2.6911559e+05
   7.0000000e+00  -5.3068615e+04   2.9324968e+05
   8.0000000e+00   8.2496608e+04   6.7317981e+04
   9.0000000e+00   9.5984616e+04  -1.0093444e+05
   1.0000000e+01  -6.9550189e+04  -1.3147660e+05
   1.1000000e+01  -1.2941056e+05  -6.5038257e+04
   1.2000000e+01   1.6384640e+04   4.7537064e+04
   1.3000000e+01   7.8498886e+04   1.4892342e+05
   1.4000000e+01  -2.1566856e+04   1.5030067e+05
   1.5000000e+01  -9.1336758e+04   2.3292477e+02
   1.6000000e+01  -1.0075436e+05  -1.4511279e+05
   1.7000000e+01  -5.9436627e+04  -1.0863764e+05
   1.8000000e+01   5.3581500e+04   2.7649103e+02
   1.9000000e+01   1.0927890e+05   4.0444733e+04
   2.0000000e+01   2.7107931e+04   6.4201084e+04
   2.1000000e+01  -7.7137328e+04   7.5511618e+04
   2.2000000e+01  -9.1217429e+04   1.5143997e+04
   2.3000000e+01  -2.2895918e+04  -5.6982453e+04
   2.4000000e+01   4.5016241e+04  -6.0696634e+04
   2.5000000e+01   3.3461331e+04  -7.1654333e+03
   2.6000000e+01  -2.5071844e+04   5.8568697e+04
   2.7000000e+01  -1.6860100e+04   8.9946641e+04
   2.8000000e+01   4.1561598e+04   5.8494254e+04
   2.9000000e+01   2.7745182e+04  -2.4159747e+04
   3.0000000e+01  -3.8923627e+04  -9.8192509e+04
   3.1000000e+01  -6.5379800e+04  -6.3723790e+04
   3.2000000e+01  -6.6813114e+04   5.7561684e+04
   3.3000000e+01  -4.3521849e+04   9.0628717e+04
   3.4000000e+01   4.5693436e+04   2.7366686e+03
   3.5000000e+01   9.6055251e+04  -5.9208464e+04
   3.6000000e+01  -7.5509916e+03  -3.9897358e+04
   3.7000000e+01  -1.1795779e+05  -7.6508760e+03
   3.8000000e+01  -4.9926141e+04   1.4607016e+03
   3.9000000e+01   6.8912653e+04   2.2254797e+04
   4.0000000e+01   4.4704088e+04   5.5891456e+04
   4.1000000e+01  -2.6468262e+04   3.1454467e+04
   4.2000000e+01  -2.5155746e+04  -5.6492359e+04
   4.3000000e+01  -2.5201326e+04  -8.5061532e+04
   4.4000000e+01  -1.1905614e+04   7.8170312e+03
   4.5000000e+01   7.0930877e+04   8.7151830e+04
   4.6000000e+01   8.0397871e+04   3.9721680e+04
   4.7000000e+01  -4.6436378e+04  -4.6032804e+04
   4.8000000e+01  -1.0816527e+05  -5.2165997e+04
   4.9000000e+01   1.4683298e+04   1.5769374e+04
   5.0000000e+01   1.3841354e+05   5.2377165e+04
   5.1000000e+01   5.3697641e+04  -3.6460356e+03
   5.2000000e+01  -1.1248850e+05  -4.8295165e+04
   5.3000000e+01  -7.0245616e+04  -1.0378830e+04
   5.4000000e+01   1.2178711e+05  -2.7853448e+02
   5.5000000e+01   1.4661003e+05  -6.6817150e+04
   5.6000000e+01  -1.2956824e+04  -1.0083703e+05
   5.7000000e+01  -1.1792738e+05  -4.2803465e+04
   5.8000000e+01  -7.3443623e+04   6.0952496e+04
   5.9000000e+01   7.9484909e+04   1.1728224e+05
   6.0000000e+01   1.9782408e+05   3.4357403e+04
   6.1000000e+01   9.1539672e+04  -1.0642477e+05
   6.2000000e+01  -1.3458665e+05  -1.0988271e+05
   6.3000000e+01  -1.8344543e+05   1.4710844e+04
   6.4000000e+01  -2.9609402e+04   1.2170615e+05
   6.5000000e+01   1.3737140e+05   1.4392924e+05
   6.6000000e+01   1.8432068e+05   4.5294092e+04
   6.7000000e+01   6.3185227e+04  -1.2308045e+05
   6.8000000e+01  -1.3566665e+05  -1.8232258e+05
   6.9000000e+01  -1.8508054e+05  -5.3914199e+04
   7.0000000e+01   2.1649553e+04   1.3166600e+05
   7.1000000e+01   2.6091642e+05   1.7384009e+05
   7.2000000e+01   1.8578991e+05  -4.9568017e+03
   7.3000000e+01  -1.4602873e+05  -2.1734178e+05
   7.4000000e+01  -2.5320819e+05  -1.9259252e+05
   7.5000000e+01  -6.9714848e+02   3.7287247e+04
   7.6000000e+01   1.7203216e+05   1.8749469e+05
   7.7000000e+01   2.6868861e+04   1.0499792e+05
   7.8000000e+01  -1.5290684e+05  -7.5891645e+04
   7.9000000e+01  -1.1223386e+05  -1.0119687e+05
   8.0000000e+01   6.9999456e+04   4.2730878e+04
   8.1000000e+01   1.9260453e+05   1.0294389e+05
   8.2000000e+01   1.2624320e+05   1.5814454e+04
   8.3000000e+01  -5.8221736e+04  -3.0240337e+04
   8.4000000e+01  -1.1309333e+05   1.4989243e+04
   8.5000000e+01   3.9333553e+04   4.0630538e+04
   8.6000000e+01   1.6549760e+05   3.2148111e+03
   8.7000000e+01   4.4287734e+04  -6.0631852e+04
   8.8000000e+01  -1.9487596e+05  -9.4141621e+04
   8.9000000e+01  -2.2473085e+05  -7.2637795e+04
   9.0000000e+01  -1.1488363e+05  -4.4336028e+04
   9.1000000e+01  -1.9552187e+05  -2.3169948e+04
   9.2000000e+01  -2.7819402e+05   5.2277160e+03
   9.3000000e+01   1.0465778e+03  -1.0366293e+04
   9.4000000e+01   3.6647678e+05  -3.3966415e+04
   9.5000000e+01   3.2301544e+05   1.2693105e+04
   9.6000000e+01  -6.4523245e+04   5.1075941e+04
   9.7000000e+01  -2.7956589e+05   4.9450282e+04
   9.8000000e+01  -2.9569207e+04   8.0786148e+04
   9.9000000e+01   3.4211364e+05   9.7368911e+04
   1.0000000e+02   2.8762564e+05   4.5700928e+04
   1.0100000e+02  -1.1065190e+05  -6.6992178e+02
   1.0200000e+02  -2.4625742e+05   1.0921142e+04
   1.0300000e+02   1.3120331e+04   5.0021197e+04
   1.0400000e+02   1.6681782e+05   5.4227329e+04
   1.0500000e+02  -4.8922340e+04   2.0978306e+03
   1.0600000e+02  -2.9700883e+05  -3.1015989e+04
   1.0700000e+02  -1.8886344e+05  -8.8939702e+03
   1.0800000e+02   1.4746425e+05  -1.2097943e+04
   1.0900000e+02   2.5050907e+05  -5.1505732e+04
   1.1000000e+02  -5.3083497e+02  -4.8241644e+04
   1.1100000e+02  -2.2691096e+05   1.0119756e+04
   1.1200000e+02  -1.1967972e+05   7.0665149e+04
   1.1300000e+02   1.2836159e+05   5.5378537e+04
   1.1400000e+02   1.5366782e+05  -4.8051966e+04
   1.1500000e+02  -2.0947782e+04  -9.8846451e+04
   1.1600000e+02  -9.8333211e+04  -1.1916515e+04
   1.1700000e+02  -1.7017166e+04   8.7735884e+04
   1.1800000e+02   5.0275430e+04   9.1486615e+04
   1.1900000e+02   4.9843563e+04   4.1268946e+04
   1.2000000e+02   3.2055909e+04  -6.4655236e+03
   1.2100000e+02   6.9826115e+02  -3.1250998e+04
   1.2200000e+02  -2.3033237e+04  -2.8883343e+04
   1.2300000e+02  -3.0525433e+04  -1.2164655e+04
   1.2400000e+02  -3.2690513e+04   2.5706400e+04
   1.2500000e+02   2.5295958e+04   5.0078585e+04
   1.2600000e+02   8.5108708e+04  -8.5068137e+03
   1.2700000e+02   1.9233435e+03  -8.0685414e+04
   1.2800000e+02  -8.8795577e+04  -5.4657577e+04
   1.2900000e+02   4.1071193e+03   1.0404669e+04
   1.3000000e+02   9.5441590e+04   1.7408096e+04
   1.3100000e+02   4.2028095e+03  -6.5133668e+03
   1.3200000e+02  -9.0594542e+04  -1.1728277e+03
   1.3300000e+02  -4.1808537e+04   2.7690110e+04
   1.3400000e+02   4.6791915e+04   1.3515836e+04
   1.3500000e+02   6.6581535e+04  -7.2339162e+04
   1.3600000e+02   3.2276543e+04  -1.1101684e+05
   1.3700000e+02   7.7772584e+03  -3.4415689e+03
   1.3800000e+02  -7.5976253e+03   1.2024193e+05
   1.3900000e+02  -4.9335144e+04   1.0270902e+05
   1.4000000e+02  -5.5964939e+04  -3.1954276e+04
   1.4100000e+02   2.8163801e+04  -1.5306973e+05
   1.4200000e+02   9.5433446e+04  -1.2085654e+05
   1.4300000e+02   3.6239050e+04   4.2264330e+04
   1.4400000e+02  -7.0888963e+04   1.1954253e+05
   1.4500000e+02  -7.4037513e+04   3.0098899e+04
   1.4600000e+02   4.0965388e+04  -7.0214379e+04
   1.4700000e+02   1.1356949e+05  -7.0097522e+04
   1.4800000e+02   2.6770606e+04  -3.3866743e+03
   1.4900000e+02  -8.8409829e+04   4.0189793e+04
   1.5000000e+02  -6.9653723e+04  -6.7282707e+03
   1.5100000e+02   2.5702230e+04  -7.3228101e+04
   1.5200000e+02   7.7605607e+04  -4.2411992e+04
   1.5300000e+02   4.8845599e+04   2.7690178e+04
   1.5400000e+02  -2.6847686e+04   3.1385882e+04
   1.5500000e+02  -5.3282970e+04  -1.0385309e+04
   1.5600000e+02   1.3276656e+03  -4.4395783e+04
   1.5700000e+02   4.5530637e+04  -3.2697612e+04
   1.5800000e+02   2.3305182e+04   2.3238615e+04
   1.5900000e+02  -2.3765369e+04   4.7377599e+04
   1.6000000e+02  -3.9941253e+04   1.5332396e+04
   1.6100000e+02   6.3217171e+03  -1.0557777e+04
   1.6200000e+02   6.5425435e+04  -8.4105647e+03
   1.6300000e+02   3.7803875e+04   5.9006755e+03
   1.6400000e+02  -3.2050682e+04   1.6245737e+04
   1.6500000e+02  -3.5173999e+04  -8.4773550e+03
   1.6600000e+02  -9.6989205e+03  -3.0578467e+04
   1.6700000e+02  -5.3345280e+03   1.0188477e+04
   1.6800000e+02   1.0781107e+03   4.2419653e+04
   1.6900000e+02  -7.1462953e+02   6.6950701e+03
   1.7000000e+02  -8.7390687e+03  -2.8452246e+04
   1.7100000e+02  -4.0530638e+03  -2.5841399e+04
   1.7200000e+02  -9.9947098e+03  -6.2170881e+02
   1.7300000e+02  -2.0042226e+04   3.2996909e+04
   1.7400000e+02  -7.3043030e+03   3.8265041e+04
   1.7500000e+02  -1.1543046e+03   2.2079696e+04
   1.7600000e+02  -1.3760434e+04   2.2174503e+04
   1.7700000e+02  -1.6658450e+04   1.4953222e+04
   1.7800000e+02  -1.4565951e+04  -2.6583385e+03
   1.7900000e+02  -2.3803161e+03   1.3394513e+04
   1.8000000e+02   2.5133996e+04   3.5355948e+04
   1.8100000e+02   1.7979274e+04   2.7074792e+04
   1.8200000e+02  -1.5229580e+04   1.5613712e+04
   1.8300000e+02  -1.0169410e+04   1.3963703e+03
   1.8400000e+02   1.5268643e+04  -7.7017386e+03
   1.8500000e+02   1.5652238e+04   9.7677925e+03
   1.8600000e+02  -6.2397048e+03   9.2499472e+03
   1.8700000e+02  -2.8670837e+04  -9.9588424e+03
   1.8800000e+02  -1.5777622e+04   3.9455475e+03
   1.8900000e+02   2.4497840e+04   2.3378380e+04
   1.9000000e+02   2.1907699e+04   2.1141872e+04
   1.9100000e+02  -1.8689772e+04   1.8103667e+04
   1.9200000e+02  -3.3671157e+04   6.2718434e+03
   1.9300000e+02  -2.8050583e+04  -5.2851856e+03
   1.9400000e+02  -1.1613795e+04   3.3375850e+03
   1.9500000e+02   4.9986787e+03   1.9627579e+03
   1.9600000e+02  -1.8527093e+04   1.0512392e+02
   1.9700000e+02  -2.5802057e+04   2.4064030e+04
   1.9800000e+02   2.6495571e+04   1.7200611e+04
   1.9900000e+02   3.3131221e+04  -1.9091837e+04
   2.0000000e+02  -2.6546272e+04  -1.0902851e+04
   2.0100000e+02  -4.2447989e+04   1.0812815e+04
   2.0200000e+02  -3.3553648e+03  -6.7704275e+02
   2.0300000e+02   2.6509172e+04  -1.7285896e+04
   2.0400000e+02   2.6441491e+04  -2.9899508e+04
   2.0500000e+02   3.3846092e+03  -1.7840988e+04
   2.0600000e+02  -1.0310137e+04   2.8688914e+04
   2.0700000e+02  -5.5554817e+03   2.9196806e+04
   2.0800000e+02  -1.4077197e+04  -2.4642499e+04
   2.0900000e+02  -1.3311253e+03  -3.3541947e+04
   2.1000000e+02   4.4570983e+04  -4.0630701e+02
   2.1100000e+02   3.0396668e+04   9.6455857e+03
   2.1200000e+02  -3.0694764e+04  -4.1977116e+03
   2.1300000e+02  -3.8777913e+04  -3.1803514e+04
   2.1400000e+02  -1.2310648e+04  -4.2477864e+04
   2.1500000e+02   5.1100928e+03  -1.1626045e+04
   2.1600000e+02   1.9152959e+04   5.8674123e+03
   2.1700000e+02   1.1431774e+04  -1.2313671e+04
   2.1800000e+02  -8.2408859e+03  -2.3267202e+04
   2.1900000e+02  -1.2453844e+03  -2.1009219e+04
   2.2000000e+02   1.6947290e+04  -7.3620811e+03
   2.2100000e+02   2.6420976e+04   1.4524467e+04
   2.2200000e+02   1.8093579e+04   2.3453339e+03
   2.2300000e+02  -1.8306636e+04  -3.1260358e+04
   2.2400000e+02  -2.0040981e+04  -2.8264724e+04
   2.2500000e+02   3.2467236e+04  -1.2617267e+04
   2.2600000e+02   4.3624331e+04  -1.2633495e+04
   2.2700000e+02   1.4839435e+04  -1.4511308e+03
   2.2800000e+02   7.9980978e+03   2.0181658e+03
   2.2900000e+02  -3.1794475e+03  -1.2338755e+04
   2.3000000e+02  -7.1864560e+03  -1.3962791e+04
   2.3100000e+02   2.1746100e+04  -2.0430573e+04
   2.3200000e+02   2.2226051e+04  -2.5704490e+04
   2.3300000e+02  -7.1530313e+03   1.9873032e+03
   2.3400000e+02  -5.1495750e+03   1.7606767e+04
   2.3500000e+02   6.3424866e+03  -1.7833457e+03
   2.3600000e+02   4.5670792e+03  -1.3209099e+04
   2.3700000e+02   1.1551859e+04  -1.3679442e+04
   2.3800000e+02   7.1944883e+03  -7.6608474e+03
   2.3900000e+02  -2.5623494e+03   1.3544337e+04
   2.4000000e+02   1.1674859e+04   1.6694867e+04
   2.4100000e+02   1.6629852e+04   6.8941450e+03
   2.4200000e+02   1.1591657e+04   2.2081977e+04
   2.4300000e+02   1.6008166e+04   2.4803602e+04
   2.4400000e+02  -6.6949723e+03   5.2157546e+03
   2.4500000e+02  -3.1171848e+04   1.5369942e+04
   2.4600000e+02   1.3637850e+02   3.5675024e+04
   2.4700000e+02   3.9358339e+04   3.1017418e+04
   2.4800000e+02   3.0262856e+04   1.2929159e+04
   2.4900000e+02  -6.5735355e+03  -1.4043221e+04
   2.5000000e+02  -3.6346193e+04  -2.2853761e+04
   2.5100000e+02  -2.6792077e+04   1.3946311e+03
   2.5200000e+02   8.9352791e+03   7.2166368e+03
   2.5300000e+02   8.8856372e+03  -9.1005348e+03
   2.5400000e+02  -6.2618040e+03  -4.3402816e+03
   2.5500000e+02   4.2852309e+03  -2.6957443e+02
   2.5600000e+02  -4.8899817e+03   2.6882202e+03
   2.5700000e+02  -2.9162582e+04   3.6645679e+04
   2.5800000e+02  -2.9416729e+04   4.8572033e+04
   2.5900000e+02  -2.5605440e+04   1.7657109e+04
   2.6000000e+02  -7.6162957e+03   2.6953971e+03
   2.6100000e+02   2.0601957e+04   3.2630124e+03
   2.6200000e+02   3.1793470e+03   1.2784443e+04
   2.6300000e+02  -3.0439184e+04   3.6354439e+04
   2.6400000e+02  -2.7257793e+04   2.4627088e+04
   2.6500000e+02  -2.5310943e+04  -1.0583104e+04
   2.6600000e+02  -2.8974501e+04  -1.1899972e+04
   2.6700000e+02   3.9218111e+02  -6.9575054e+03
   2.6800000e+02   1.6231411e+04  -1.1795598e+04
   2.6900000e+02  -1.2998034e+04  -5.8148480e+01
   2.7000000e+02  -3.4440239e+04  -9.8166248e+02
   2.7100000e+02  -3.0679652e+04  -1.2343270e+04
   2.7200000e+02  -1.1268404e+04   9.2812311e+03
   2.7300000e+02   1.3771964e+04   2.4566205e+04
