   1.0274000e+02   2.5123000e+01
   1.0312390e+02   2.8331500e+01
   0.0000000e+00   2.4816778e+04   2.4816778e+04
   1.0000000e+00   2.0660053e+05  -1.2639420e+05
   2.0000000e+00   6.1016262e+04  -2.5515173e+04
   3.0000000e+00  -1.9971894e+05   7.9363487e+04
   4.0000000e+00  -1.7790685e+05   1.5897823e+04
   5.0000000e+00   6.0908611e+04  -1.0440013e+05
   6.0000000e+00   1.8067147e+05  -1.0764814e+05
   7.0000000e+00   6.9445017e+04   8.3966674e+04
   8.0000000e+00  -4.4791251e+04   2.7689299e+05
   9.0000000e+00   1.8431960e+04   1.6924433e+05
   1.0000000e+01   1.1245394e+05  -1.4615793e+05
   1.1000000e+01   4.4632476e+04  -2.9999195e+05
   1.2000000e+01  -1.2612858e+05  -1.5000484e+05
   1.3000000e+01  -1.3969270e+05   1.6357752e+05
   1.4000000e+01   1.2675474e+05   3.6470511e+05
   1.5000000e+01   2.8729474e+05   2.2855311e+05
   1.6000000e+01  -7.1095754e+04  -1.7845695e+05
   1.7000000e+01  -4.5684971e+05  -4.5080294e+05
   1.8000000e+01  -1.4846740e+05  -2.4304139e+05
   1.9000000e+01   4.0199375e+05   2.0469569e+05
   2.0000000e+01   2.8988293e+05   3.6500571e+05
   2.1000000e+01  -2.6603783e+05   1.4047330e+05
   2.2000000e+01  -3.8020055e+05  -1.1400699e+05
   2.3000000e+01   3.5353950e+03  -1.2642785e+05
   2.4000000e+01   1.6718289e+05  -1.7848482e+04
   2.5000000e+01  -7.5352598e+04   4.5686575e+04
   2.6000000e+01  -1.7323426e+05   6.8130346e+04
   2.7000000e+01   9.8176461e+04   5.9934510e+02
   2.8000000e+01   2.7482154e+05  -1.1350268e+05
   2.9000000e+01   6.2349291e+04  -9.9805699e+04
   3.0000000e+01  -1.5667925e+05   3.2583885e+04
   3.1000000e+01  -7.0765524e+04   1.1151929e+05
   3.2000000e+01   7.7269430e+04   3.0038359e+04
   3.3000000e+01   8.1546743e+04  -1.0824114e+05
   3.4000000e+01   1.1287742e+04  -1.2025048e+05
   3.5000000e+01  -8.9601291e+04   1.3034582e+04
   3.6000000e+01  -1.4354535e+05   1.6102406e+05
   3.7000000e+01  -1.4260955e+04   1.2940344e+05
   3.8000000e+01   1.4383393e+05  -1.0856843e+05
   3.9000000e+01   2.6044688e+04  -2.0322027e+05
   4.0000000e+01  -2.1134941e+05   5.8873733e+04
   4.1000000e+01  -1.9324913e+05   2.4036407e+05
   4.2000000e+01   1.5684846e+04  -8.5781023e+03
   4.3000000e+01   1.5499344e+05  -2.4365384e+05
   4.4000000e+01   1.5950770e+05  -8.5197040e+04
   4.5000000e+01   1.4184778e+04   1.3152370e+05
   4.6000000e+01  -1.6512925e+05   1.0597994e+05
   4.7000000e+01  -7.6191769e+04  -8.5508086e+03
   4.8000000e+01   1.4119510e+05  -7.1836906e+04
   4.9000000e+01   8.4832565e+03  -1.2150234e+05
   5.0000000e+01  -2.1846376e+05  -9.4592165e+04
   5.1000000e+01  -5.3486718e+03   7.5434927e+04
   5.2000000e+01   2.6925566e+05   2.0056132e+05
   5.3000000e+01   8.5798006e+04   1.0080970e+05
   5.4000000e+01  -1.9777392e+05  -1.0190874e+05
   5.5000000e+01  -1.2878833e+05  -1.4029455e+05
   5.6000000e+01   7.2780353e+04   2.9612226e+04
   5.7000000e+01   1.0080688e+05   1.4399803e+05
   5.8000000e+01   4.7697126e+04   5.5067677e+04
   5.9000000e+01   5.9044624e+04  -7.3585258e+04
   6.0000000e+01   9.4888240e+04  -7.7388909e+04
   6.1000000e+01   3.8620438e+04   7.0267904e+03
   6.2000000e+01  -7.3426106e+04   4.0847833e+04
   6.3000000e+01  -7.3262115e+04  -1.6046842e+04
   6.4000000e+01   1.2817182e+04  -8.8665542e+04
   6.5000000e+01   7.6639262e+04  -1.1364118e+05
   6.6000000e+01   8.5132282e+04  -6.3435493e+04
   6.7000000e+01  -1.9651389e+04   4.6057047e+04
   6.8000000e+01  -1.1544156e+05   9.3262495e+04
   6.9000000e+01  -3.2048413e+04  -2.4647196e+04
   7.0000000e+01   7.4289069e+04  -1.2120002e+05
   7.1000000e+01   4.5806358e+04   4.7129503e+03
   7.2000000e+01  -1.7708111e+03   1.4524923e+05
   7.3000000e+01  -2.8571305e+03   1.0182101e+05
   7.4000000e+01  -4.0808597e+03   2.2671862e+04
