   1.0274000e+02   2.5123000e+01
   9.3792224e+01   3.1837849e+01
   0.0000000e+00  -2.9977591e+04  -2.9977591e+04
   1.0000000e+00  -4.0956596e+04  -2.0344586e+04
   2.0000000e+00  -2.5054299e+04  -2.5605360e+04
   3.0000000e+00   5.9362391e+02  -2.9785212e+04
   4.0000000e+00   5.2399624e+03  -1.6180598e+04
   5.0000000e+00   7.1204234e+03  -2.6994193e+03
   6.0000000e+00   1.1014528e+04  -2.7530302e+04
   7.0000000e+00  -8.0133132e+03  -4.9022540e+04
   8.0000000e+00  -1.4455029e+04  -1.1895465e+04
   9.0000000e+00   1.3215809e+04   2.1857429e+04
   1.0000000e+01   2.1739304e+04   1.0716237e+04
   1.1000000e+01   2.1350722e+04  -2.3522749e+03
   1.2000000e+01   4.6429988e+04  -1.4837923e+04
   1.3000000e+01   5.0851288e+04  -3.1105865e+04
   1.4000000e+01   1.2335257e+04  -2.3779403e+04
   1.5000000e+01  -3.6723516e+04  -8.3632990e+03
   1.6000000e+01  -5.2528992e+04  -1.8601220e+04
   1.7000000e+01  -5.2788712e+03  -2.9918900e+04
   1.8000000e+01   5.9132661e+04  -1.2115171e+04
   1.9000000e+01   7.6526581e+04  -4.0474915e+03
   2.0000000e+01   3.0289274e+04  -2.6344107e+04
   2.1000000e+01  -5.1593273e+04  -2.7580145e+04
   2.2000000e+01  -7.1583192e+04   3.1351695e+03
   2.3000000e+01   1.3397981e+04   4.2939801e+03
   2.4000000e+01   9.7011811e+04  -3.8959763e+04
   2.5000000e+01   8.2690083e+04  -4.3293618e+04
   2.6000000e+01  -1.1185321e+03   1.8248006e+04
   2.7000000e+01  -4.2503812e+04   3.5042184e+04
   2.8000000e+01   1.1743676e+04  -2.7978856e+04
   2.9000000e+01   6.0505708e+04  -5.9628436e+04
   3.0000000e+01   1.6635932e+04  -1.2165731e+04
   3.1000000e+01  -4.2802666e+04   4.4875932e+04
   3.2000000e+01  -1.4938712e+04   4.1411096e+04
   3.3000000e+01   5.7195332e+04  -1.7207557e+04
   3.4000000e+01   6.0836869e+04  -5.3765375e+04
   3.5000000e+01   7.7303282e+03  -1.8251607e+04
   3.6000000e+01  -9.6582934e+03   4.8864209e+04
   3.7000000e+01   1.4921115e+04   7.7254194e+04
   3.8000000e+01   2.8531549e+04   3.4642134e+04
   3.9000000e+01   1.0457790e+04  -3.7241521e+04
   4.0000000e+01  -1.9862222e+04  -4.7520207e+04
   4.1000000e+01  -2.8794420e+04   1.8858980e+04
   4.2000000e+01   2.6875184e+03   7.5442240e+04
   4.3000000e+01   4.8258239e+04   7.2549888e+04
   4.4000000e+01   4.4865799e+04   3.2005053e+04
   4.5000000e+01  -1.2590966e+04  -1.9315720e+04
   4.6000000e+01  -4.5111280e+04  -3.9197173e+04
   4.7000000e+01  -1.2165954e+04   3.7166479e+03
   4.8000000e+01   2.8656992e+04   6.1833588e+04
   4.9000000e+01   2.3292169e+04   6.4276163e+04
   5.0000000e+01   5.5801358e+03   4.5062240e+02
   5.1000000e+01   1.2457612e+04  -6.2880929e+04
   5.2000000e+01   7.6546732e+03  -2.8449924e+04
   5.3000000e+01  -3.5566861e+04   7.5572098e+04
   5.4000000e+01  -6.9187734e+04   9.1498059e+04
   5.5000000e+01  -3.1070147e+04  -5.8562723e+03
   5.6000000e+01   3.9871012e+04  -6.6787849e+04
   5.7000000e+01   3.3400181e+04  -2.2376499e+04
   5.8000000e+01  -3.8405449e+04   4.5285319e+04
   5.9000000e+01  -5.6543745e+04   6.1865125e+04
   6.0000000e+01  -4.5411138e+03   3.5334382e+04
   6.1000000e+01   3.1542962e+04  -4.5519317e+02
   6.2000000e+01   1.5468362e+04  -2.1728811e+04
   6.3000000e+01  -1.9774895e+04  -8.9035751e+03
   6.4000000e+01  -4.1750238e+04   2.8103767e+04
   6.5000000e+01  -3.8757855e+04   3.4786424e+04
   6.6000000e+01  -2.4241264e+04  -2.6458208e+03
   6.7000000e+01  -1.6918007e+04  -6.9747178e+03
   6.8000000e+01  -3.7404038e+03   4.0329689e+04
   6.9000000e+01   1.6163548e+04   4.5366820e+04
   7.0000000e+01   1.5182556e+03  -9.3481145e+03
   7.1000000e+01  -5.5773285e+04  -4.8860867e+04
   7.2000000e+01  -8.2850574e+04  -4.1473973e+04
   7.3000000e+01  -2.7595262e+04   7.1621120e+03
   7.4000000e+01   3.6644144e+04   5.3346135e+04
   7.5000000e+01   2.8069718e+04   2.5514731e+04
   7.6000000e+01  -1.7670133e+04  -5.4025899e+04
   7.7000000e+01  -3.6037500e+04  -8.5395211e+04
   7.8000000e+01  -2.5158029e+04  -3.9821331e+04
   7.9000000e+01  -1.8460143e+04   2.6000597e+04
   8.0000000e+01  -2.2068638e+04   4.5966114e+04
   8.1000000e+01  -1.1474296e+04   2.0139263e+03
   8.2000000e+01   1.9972701e+04  -4.1844583e+04
   8.3000000e+01   4.4170738e+04  -2.8870171e+04
   8.4000000e+01   1.7202472e+04   1.6454010e+03
   8.5000000e+01  -4.3290969e+04   3.7261547e+03
   8.6000000e+01  -5.0888234e+04  -8.9986134e+03
   8.7000000e+01   1.1347030e+04  -1.4915788e+04
   8.8000000e+01   6.8737771e+04  -2.2272002e+04
   8.9000000e+01   5.5354823e+04  -4.0961966e+04
   9.0000000e+01  -2.3253495e+04  -3.8519751e+04
   9.1000000e+01  -7.3202011e+04   4.4249103e+03
