   1.0274000e+02   2.5123000e+01
   9.1942980e+01   2.8898520e+01
   0.0000000e+00  -1.6491038e+04  -1.6491038e+04
   1.0000000e+00  -3.9141559e+04   1.3894871e+04
   2.0000000e+00  -1.1290198e+03   4.0613189e+03
   3.0000000e+00   3.0187524e+04  -1.4834529e+03
   4.0000000e+00   1.2296942e+04   5.4765542e+03
   5.0000000e+00  -5.2245410e+03  -2.8435653e+03
   6.0000000e+00   2.2403472e+03  -1.9118352e+03
   7.0000000e+00   1.4468646e+03   3.2324250e+04
   8.0000000e+00  -1.5481101e+04   4.8340070e+04
   9.0000000e+00  -1.1111262e+03   5.9333373e+03
   1.0000000e+01   3.5253396e+04  -3.6952967e+04
   1.1000000e+01   2.4576251e+04  -2.7848134e+04
   1.2000000e+01  -2.4233514e+04   2.2652617e+03
   1.3000000e+01  -4.0262549e+04   2.0313132e+04
   1.4000000e+01  -1.2294179e+03   2.5019811e+04
   1.5000000e+01   4.0756058e+04   1.9007681e+03
   1.6000000e+01   3.1246910e+04  -4.1857940e+04
   1.7000000e+01  -1.1318191e+04  -5.2345896e+04
   1.8000000e+01  -2.5966409e+04  -1.3306537e+04
   1.9000000e+01   1.2397749e+04   2.7716956e+04
   2.0000000e+01   5.1289424e+04   2.7124641e+04
   2.1000000e+01   2.9317129e+04  -3.9893905e+03
   2.2000000e+01  -1.0412645e+04  -2.0355858e+04
   2.3000000e+01   6.4493345e+03  -1.1821771e+04
   2.4000000e+01   4.0403684e+04  -3.4058900e+02
   2.5000000e+01   1.1472041e+04  -4.0087469e+02
   2.6000000e+01  -4.7652656e+04  -9.7831835e+03
   2.7000000e+01  -4.2595585e+04  -6.7708460e+03
   2.8000000e+01   2.8676518e+04   6.3914718e+03
   2.9000000e+01   7.0733397e+04   4.4466668e+03
   3.0000000e+01   2.4904725e+04  -8.7283970e+03
   3.1000000e+01  -5.3832843e+04  -1.9607998e+04
   3.2000000e+01  -7.8249688e+04  -2.1881227e+04
   3.3000000e+01  -3.1868296e+04  -7.6487717e+03
   3.4000000e+01   3.3822474e+04   1.4069908e+04
   3.5000000e+01   6.0968242e+04   1.9416880e+04
   3.6000000e+01   3.4731886e+04   4.0533678e+03
   3.7000000e+01  -1.6290780e+04  -1.4522324e+04
   3.8000000e+01  -4.1319633e+04  -2.1504936e+04
   3.9000000e+01  -1.9232478e+04  -2.5184303e+03
   4.0000000e+01   4.9395695e+03   3.0387435e+04
   4.1000000e+01   2.1170507e+03   3.1274883e+04
   4.2000000e+01  -5.7591196e+03  -7.4468617e+02
   4.3000000e+01  -1.0789384e+04  -1.5102984e+04
   4.4000000e+01  -2.0508394e+04   1.3528607e+03
   4.5000000e+01  -3.0294729e+04   4.7427133e+03
   4.6000000e+01  -2.4204628e+04  -1.5157279e+04
   4.7000000e+01  -1.0915039e+04  -1.2375822e+04
   4.8000000e+01  -1.9755601e+04   1.2722110e+04
   4.9000000e+01  -3.1055845e+04   2.1537165e+04
   5.0000000e+01  -7.8796377e+03   7.3354313e+03
   5.1000000e+01   2.9394610e+04  -1.5790654e+04
   5.2000000e+01   3.0215014e+04  -2.0141773e+04
   5.3000000e+01  -9.8098550e+03  -1.3605953e+03
   5.4000000e+01  -3.5116486e+04   1.2630659e+04
   5.5000000e+01  -1.5083198e+04   1.1337724e+04
   5.6000000e+01   1.8924385e+04  -1.6430162e+03
   5.7000000e+01   2.4211826e+04  -1.2658430e+04
   5.8000000e+01   2.3521439e+03  -7.0758933e+03
   5.9000000e+01  -4.0922806e+03   7.6964228e+03
   6.0000000e+01   2.2505886e+03   9.1987924e+03
   6.1000000e+01  -1.0945597e+04  -9.6890535e+03
   6.2000000e+01  -2.3128324e+04  -1.0343911e+04
   6.3000000e+01  -4.6434979e+03   1.9071181e+04
   6.4000000e+01   2.2347329e+04   2.4979536e+04
   6.5000000e+01   1.2472119e+04  -5.4430539e+02
   6.6000000e+01  -1.3760757e+04  -1.0572430e+04
   6.7000000e+01   2.2161092e+03   9.5683280e+02
   6.8000000e+01   2.6373554e+04  -4.8070780e+02
   6.9000000e+01   9.3507080e+02  -1.3223603e+04
   7.0000000e+01  -3.3900940e+04   2.2340967e+03
   7.1000000e+01  -1.5427558e+04   2.5536187e+04
   7.2000000e+01   3.1507499e+04   2.8833090e+03
   7.3000000e+01   3.2377795e+04  -3.2468653e+04
