   1.0274000e+02   2.5123000e+01
   1.0151180e+02   2.8995900e+01
   0.0000000e+00   6.3601206e+03   6.3601206e+03
   1.0000000e+00   1.1791763e+05  -1.0605833e+05
   2.0000000e+00  -1.2525126e+04  -2.1322328e+04
   3.0000000e+00  -1.6242625e+05   6.1825383e+04
   4.0000000e+00  -8.2347519e+03  -6.5698251e+03
   5.0000000e+00   2.2234880e+05  -3.5816903e+04
   6.0000000e+00   1.0637745e+05   9.5052515e+04
   7.0000000e+00  -1.7779319e+05   1.7135863e+05
   8.0000000e+00  -1.7254553e+05   7.8578211e+03
   9.0000000e+00   6.7920778e+04  -2.2154667e+05
   1.0000000e+01   1.3733119e+05  -2.2630101e+05
   1.1000000e+01   4.4316473e+03   8.8415381e+03
   1.2000000e+01   3.2388087e+04   1.9471312e+05
   1.3000000e+01   1.8778723e+05   1.2258711e+05
   1.4000000e+01   5.4124101e+04  -3.2369579e+04
   1.5000000e+01  -2.4145603e+05  -5.4726016e+04
   1.6000000e+01  -1.7549277e+05  -6.6176412e+04
   1.7000000e+01   2.1323764e+05  -1.7336646e+05
   1.8000000e+01   3.5988731e+05  -1.3377038e+05
   1.9000000e+01   2.5293180e+03   1.6097252e+05
   2.0000000e+01  -4.1226928e+05   3.1229289e+05
   2.1000000e+01  -2.6424209e+05   5.6485850e+04
   2.2000000e+01   2.9011290e+05  -2.5856978e+05
   2.3000000e+01   4.1818830e+05  -2.4430764e+05
   2.4000000e+01  -7.0189712e+04   1.7925289e+04
   2.5000000e+01  -3.7946027e+05   1.9613581e+05
   2.6000000e+01  -6.9638648e+04   1.2823294e+05
   2.7000000e+01   2.7777742e+05  -4.6487718e+04
   2.8000000e+01   1.2558820e+05  -1.2678517e+05
   2.9000000e+01  -1.9328431e+05  -9.4146009e+04
   3.0000000e+01  -1.6323297e+05  -2.8897992e+04
   3.1000000e+01   9.4105211e+04   5.2353493e+04
   3.2000000e+01   1.4345640e+05   1.1666610e+05
   3.3000000e+01  -4.4481211e+04   5.7385209e+04
   3.4000000e+01  -1.1155868e+05  -1.1091122e+05
   3.5000000e+01   4.9477358e+04  -1.8064608e+05
   3.6000000e+01   1.4211606e+05  -4.5265253e+04
   3.7000000e+01   7.0421131e+03   9.5433113e+04
   3.8000000e+01  -1.5408410e+05   5.5261090e+04
   3.9000000e+01  -1.2581263e+05  -5.2749790e+04
   4.0000000e+01   8.0683087e+03  -7.3522184e+04
   4.1000000e+01   5.4759657e+04  -1.0065188e+04
   4.2000000e+01   5.1608704e+04   7.8703529e+04
   4.3000000e+01   5.3013525e+04   1.1982699e+05
   4.4000000e+01  -2.6889036e+04   6.3319988e+04
   4.5000000e+01  -1.1244180e+05  -3.1485037e+04
   4.6000000e+01  -3.3725285e+04  -5.3161391e+04
   4.7000000e+01   1.3196563e+05   2.6210733e+03
   4.8000000e+01   1.3754868e+05   5.9096736e+04
   4.9000000e+01  -3.9021375e+04   7.4694055e+04
   5.0000000e+01  -1.2955155e+05   2.7759635e+04
   5.1000000e+01  -3.8747811e+04  -4.5734134e+04
   5.2000000e+01   1.6368682e+03  -6.4774991e+04
   5.3000000e+01  -7.8326610e+04  -3.6556974e+04
   5.4000000e+01  -5.1795602e+04  -1.9081068e+04
   5.5000000e+01   6.7638935e+04  -2.6432114e+04
   5.6000000e+01   1.7472037e+04  -1.3329382e+04
   5.7000000e+01  -1.0057700e+05   5.8780910e+04
   5.8000000e+01  -2.8509282e+04   1.0048810e+05
   5.9000000e+01   9.5416787e+04   1.2051003e+04
   6.0000000e+01   8.1008079e+04  -1.0041835e+05
   6.1000000e+01  -3.1034976e+03  -6.4450449e+04
   6.2000000e+01  -7.5511617e+04   8.0976696e+04
   6.3000000e+01  -8.3728640e+04   1.4989329e+05
   6.4000000e+01   1.9879348e+04   7.4025162e+04
   6.5000000e+01   1.2919104e+05  -3.7964381e+04
   6.6000000e+01   9.2380507e+04  -7.2136196e+04
   6.7000000e+01  -2.4673129e+04  -4.7170266e+04
   6.8000000e+01  -4.0913845e+04  -1.3547650e+04
   6.9000000e+01   1.0399614e+04   4.0171247e+04
   7.0000000e+01  -6.2481134e+04   7.7186643e+04
   7.1000000e+01  -1.9719875e+05   2.3449816e+04
   7.2000000e+01  -1.1487709e+05  -8.2559637e+04
   7.3000000e+01   1.3865175e+05  -1.0411217e+05
   7.4000000e+01   2.0504811e+05   1.3184824e+03
   7.5000000e+01   2.6366037e+04   9.6457118e+04
   7.6000000e+01  -1.0826714e+05   6.9510569e+04
   7.7000000e+01  -9.2939242e+04  -2.3185030e+04
   7.8000000e+01  -4.3581052e+04  -6.6949944e+04
   7.9000000e+01   2.3706606e+04  -1.5784821e+04
   8.0000000e+01   1.0260255e+05   5.7170984e+04
   8.1000000e+01   1.0556982e+05   4.6894548e+04
   8.2000000e+01   3.7851007e+04  -4.8920600e+04
   8.3000000e+01  -1.8123342e+04  -1.1374531e+05
   8.4000000e+01   3.2628205e+03  -3.7386731e+04
   8.5000000e+01   7.3079144e+04   1.0110852e+05
   8.6000000e+01   5.9856147e+04   1.0608500e+05
   8.7000000e+01  -4.9952785e+04  -2.5048657e+04
   8.8000000e+01  -1.1326146e+05  -7.8405366e+04
   8.9000000e+01  -4.9494488e+04   9.6093300e+03
   9.0000000e+01   5.4642852e+04   4.7685942e+04
   9.1000000e+01   6.4089026e+04  -4.2195659e+04
   9.2000000e+01  -1.3611044e+04  -1.1670618e+05
   9.3000000e+01  -7.8650646e+04  -6.0456173e+04
   9.4000000e+01  -9.8761720e+04   9.0840091e+04
   9.5000000e+01  -8.9860342e+04   1.7014815e+05
   9.6000000e+01  -2.5347339e+04   5.1109981e+04
   9.7000000e+01   1.2029688e+05  -1.6926973e+05
   9.8000000e+01   2.0591752e+05  -2.3024921e+05
   9.9000000e+01   7.2647317e+04  -1.1911024e+03
   1.0000000e+02  -1.2861299e+05   2.5847311e+05
   1.0100000e+02  -1.4253829e+05   2.0488283e+05
