   1.0274000e+02   2.5123000e+01
   9.7547941e+01   3.1271446e+01
   0.0000000e+00  -1.1879457e+04  -1.1879457e+04
   1.0000000e+00   1.1091209e+04  -2.0890795e+04
   2.0000000e+00   1.9538464e+04  -4.1351415e+03
   3.0000000e+00   2.2370495e+03   1.3967352e+04
   4.0000000e+00  -1.8240666e+04   1.0878335e+04
   5.0000000e+00  -1.3097913e+04  -4.6899509e+03
   6.0000000e+00   3.2717864e+03  -1.8822497e+04
   7.0000000e+00  -3.8162563e+02  -1.9846933e+04
   8.0000000e+00  -1.8580240e+04   4.7341911e+03
   9.0000000e+00  -2.6271706e+04   3.1387976e+04
   1.0000000e+01  -1.1030988e+04   1.7172758e+04
   1.1000000e+01   1.2556124e+04  -1.7347736e+04
   1.2000000e+01   7.3373231e+03  -1.9437153e+04
   1.3000000e+01  -2.5454254e+04   2.2674166e+03
   1.4000000e+01  -3.2771349e+04   1.2252027e+04
   1.5000000e+01   2.0882966e+02   4.6257009e+03
   1.6000000e+01   3.0541283e+04  -5.6964145e+03
   1.7000000e+01   2.8266013e+04   6.3821400e+02
   1.8000000e+01   9.8524286e+02   1.3844303e+04
   1.9000000e+01  -2.0142840e+04   9.6154791e+03
   2.0000000e+01  -1.2661524e+04   1.1796331e+02
   2.1000000e+01   5.0485493e+03   3.2828002e+03
   2.2000000e+01   7.4510128e+03   1.1402057e+04
   2.3000000e+01  -1.4774812e+03   1.5446993e+04
   2.4000000e+01  -1.1398231e+04   8.6570729e+03
   2.5000000e+01  -1.6218196e+04  -6.6943638e+03
   2.6000000e+01  -9.8698590e+03  -9.3461534e+03
   2.7000000e+01  -2.5010727e+03   4.4898432e+03
   2.8000000e+01  -5.0967392e+03   1.2981993e+04
   2.9000000e+01  -9.6398445e+03   9.0262403e+03
   3.0000000e+01  -1.1175175e+04  -2.5510973e+02
   3.1000000e+01  -6.7021390e+03  -5.8458231e+03
   3.2000000e+01   8.5225745e+03   1.6048822e+03
   3.3000000e+01   1.5659078e+04   9.8672374e+03
   3.4000000e+01   1.8374337e+03   7.4635249e+03
   3.5000000e+01  -5.0253301e+03   9.4748921e+03
   3.6000000e+01   1.2799818e+04   1.6463612e+04
   3.7000000e+01   3.0022479e+04   1.0765040e+04
   3.8000000e+01   2.2045207e+04  -7.9058631e+03
   3.9000000e+01  -3.3735712e+03  -2.2876901e+04
   4.0000000e+01  -1.4253934e+04  -1.2144738e+04
   4.1000000e+01   5.3545450e+03   1.8474289e+04
   4.2000000e+01   2.0565737e+04   2.5155214e+04
   4.3000000e+01   5.3676788e+03  -1.3370352e+02
   4.4000000e+01  -1.0273622e+04  -1.3970643e+04
   4.5000000e+01  -1.0760499e+04  -4.1918133e+03
   4.6000000e+01  -8.2479978e+03   3.6599565e+03
   4.7000000e+01   4.3862312e+03   1.4606298e+03
   4.8000000e+01   2.1254502e+04  -1.1495342e+03
   4.9000000e+01   1.8535313e+04   3.1246359e+03
   5.0000000e+01   1.7798926e+02   8.0571062e+03
   5.1000000e+01  -1.4049647e+04   9.0424500e+01
   5.2000000e+01  -9.3007172e+03  -1.1049486e+04
   5.3000000e+01   1.5249743e+04  -5.7096632e+03
   5.4000000e+01   2.7563948e+04   9.4444946e+02
   5.5000000e+01   4.3457490e+03  -1.2748309e+04
   5.6000000e+01  -2.1267755e+04  -2.3869985e+04
   5.7000000e+01  -1.6644660e+04  -9.2232297e+03
   5.8000000e+01   7.3902849e+02   9.3337546e+03
   5.9000000e+01   6.9475170e+03   1.0815471e+04
   6.0000000e+01   3.1260526e+03  -2.5234453e+03
   6.1000000e+01   2.2057753e+03  -1.8942913e+04
