   1.0274000e+02   2.5123000e+01
   1.0342890e+02   3.0381100e+01
   0.0000000e+00   2.9885881e+04   2.9885881e+04
   1.0000000e+00  -9.7540553e+03   2.3239525e+04
   2.0000000e+00  -4.6797196e+04  -1.5032134e+04
   3.0000000e+00  -3.5854606e+04  -2.6605237e+04
   4.0000000e+00   2.6413723e+03   2.3685422e+03
   5.0000000e+00   4.9105032e+03   1.8165350e+04
   6.0000000e+00  -2.4574357e+04  -1.0763230e+04
   7.0000000e+00  -3.0086087e+04  -2.7110770e+04
   8.0000000e+00  -1.3406242e+04   5.6949506e+03
   9.0000000e+00  -1.2959795e+03   3.6810768e+04
   1.0000000e+01  -4.4232790e+01   2.5155553e+04
   1.1000000e+01  -7.0147677e+03  -1.4069433e+04
   1.2000000e+01  -1.5377159e+04  -3.0810737e+04
   1.3000000e+01  -2.3893108e+04  -3.1156780e+03
   1.4000000e+01  -3.0191967e+04   2.0702424e+04
   1.5000000e+01  -3.1230351e+04   5.7822608e+03
   1.6000000e+01  -2.0288674e+04  -1.3518239e+04
   1.7000000e+01   6.3843906e+03   1.6461265e+03
   1.8000000e+01   2.3180786e+04   2.3919355e+04
   1.9000000e+01   1.8680639e+03   2.0597333e+03
   2.0000000e+01  -4.9615110e+04  -3.5857956e+04
   2.1000000e+01  -7.9467524e+04  -1.9317593e+04
   2.2000000e+01  -3.5697069e+04   4.3580658e+04
   2.3000000e+01   4.8046916e+04   7.4064320e+04
   2.4000000e+01   6.7737959e+04   3.5594736e+04
   2.5000000e+01  -5.2661532e+03  -1.4710920e+04
   2.6000000e+01  -6.6567477e+04  -1.0501865e+04
   2.7000000e+01  -4.8030554e+04   2.3200264e+04
   2.8000000e+01  -7.3899447e+03   2.8421446e+04
   2.9000000e+01   1.5205680e+04   2.4767123e+04
   3.0000000e+01   2.4194673e+04   4.0594150e+04
   3.1000000e+01   7.8217770e+03   3.7346008e+04
   3.2000000e+01  -1.1799138e+04   2.4306253e+03
   3.3000000e+01  -6.4286488e+02  -2.1352698e+04
   3.4000000e+01   1.1269932e+04  -6.6461665e+03
   3.5000000e+01  -1.2657697e+04   3.2042131e+04
   3.6000000e+01  -3.2955712e+04   4.8411832e+04
   3.7000000e+01  -5.8003742e+03   1.8186385e+04
   3.8000000e+01   3.2778120e+04  -2.2629141e+04
   3.9000000e+01   4.1319983e+04  -2.4626724e+04
   4.0000000e+01   2.4674253e+04   1.4287431e+04
   4.1000000e+01  -6.8050515e+03   4.7494496e+04
   4.2000000e+01  -2.7253182e+04   3.5287784e+04
   4.3000000e+01   2.3965209e+03  -1.1448750e+02
   4.4000000e+01   5.3014746e+04  -2.3761253e+03
   4.5000000e+01   3.8831273e+04   1.7835984e+04
   4.6000000e+01  -2.4928266e+04   8.8252857e+03
   4.7000000e+01  -2.1358521e+04  -5.9710480e+03
   4.8000000e+01   5.4794382e+04   7.9594713e+03
   4.9000000e+01   7.8030150e+04   2.0970776e+04
   5.0000000e+01   1.2708253e+04   1.2365879e+04
   5.1000000e+01  -3.3902499e+04  -7.4514070e+03
   5.2000000e+01  -1.3243269e+03  -2.4110100e+04
   5.3000000e+01   3.7713627e+04  -2.6373059e+04
   5.4000000e+01   2.1919255e+04  -2.0059774e+04
   5.5000000e+01   2.1800925e+03  -1.8498056e+04
   5.6000000e+01   2.9974534e+04  -1.7084075e+04
   5.7000000e+01   4.5895697e+04  -6.5064341e+03
   5.8000000e+01  -1.3521960e+03  -3.8553881e+03
   5.9000000e+01  -3.4478081e+04  -1.9304745e+04
   6.0000000e+01   2.3924012e+03  -2.7734415e+04
   6.1000000e+01   3.3347641e+04  -1.2976135e+04
   6.2000000e+01   6.5661266e+03   5.3820950e+03
   6.3000000e+01  -1.1223266e+04  -7.9680767e+03
   6.4000000e+01   2.6482092e+04  -4.2405211e+04
   6.5000000e+01   5.0157717e+04  -3.6486152e+04
   6.6000000e+01   2.9882528e+03   1.1221937e+04
   6.7000000e+01  -4.9357444e+04   2.4553200e+04
   6.8000000e+01  -2.9713034e+04  -2.4428530e+04
   6.9000000e+01   3.0539030e+04  -6.4649638e+04
   7.0000000e+01   5.6580295e+04  -3.9232478e+04
   7.1000000e+01   3.0930048e+04   1.1343961e+04
   7.2000000e+01  -1.1740469e+04   3.0639754e+04
   7.3000000e+01  -2.1868996e+04   7.6899689e+03
   7.4000000e+01   3.7257711e+03  -4.0472948e+04
   7.5000000e+01   4.7827661e+03  -6.6259987e+04
   7.6000000e+01  -1.5862752e+04  -2.7519017e+04
   7.7000000e+01   4.8117450e+03   3.8924968e+04
   7.8000000e+01   3.3200144e+04   4.1777971e+04
   7.9000000e+01   2.9964500e+02  -2.2773789e+04
   8.0000000e+01  -4.9275917e+04  -5.2025818e+04
   8.1000000e+01  -3.9909508e+04  -1.4161000e+04
   8.2000000e+01  -6.9396664e+03   1.2751613e+04
   8.3000000e+01  -1.6416525e+04  -7.1874230e+03
   8.4000000e+01  -2.2989220e+04  -2.6820275e+04
   8.5000000e+01   1.7440485e+04  -1.2355849e+04
   8.6000000e+01   2.2016408e+04   1.2573655e+04
