   1.0274000e+02   2.5123000e+01
   1.0060900e+02   2.5778000e+01
   0.0000000e+00   3.1342082e+05   3.1342082e+05
   1.0000000e+00   4.3760316e+05  -2.3651528e+04
   2.0000000e+00   1.9237534e+05  -1.6019978e+05
   3.0000000e+00  -3.0308041e+05   4.4338040e+04
   4.0000000e+00  -5.5845521e+05   1.2349705e+05
   5.0000000e+00  -1.9185994e+05  -8.1896110e+04
   6.0000000e+00   3.9103241e+05  -1.5010912e+05
   7.0000000e+00   5.2151058e+05   3.1839099e+04
   8.0000000e+00   1.0959265e+05   2.2321323e+05
   9.0000000e+00  -3.8138208e+05   2.1536231e+05
   1.0000000e+01  -4.0577041e+05  -8.8045248e+04
   1.1000000e+01   9.1266654e+04  -3.9844438e+05
   1.2000000e+01   4.7916443e+05  -3.1822371e+05
   1.3000000e+01   2.4062728e+05   9.1494602e+04
   1.4000000e+01  -2.3171299e+05   4.0280993e+05
   1.5000000e+01  -2.6715772e+05   2.3855638e+05
   1.6000000e+01   6.4370919e+04  -2.4520495e+05
   1.7000000e+01   2.5804589e+05  -4.3467874e+05
   1.8000000e+01   1.6820805e+05  -8.3298743e+04
   1.9000000e+01  -2.3246728e+04   3.5312427e+05
   2.0000000e+01  -1.7073305e+05   3.4668865e+05
   2.1000000e+01  -1.6088778e+05  -5.0933660e+04
   2.2000000e+01   4.7632899e+04  -3.4715537e+05
   2.3000000e+01   1.8866882e+05  -2.0638979e+05
   2.4000000e+01   6.2327821e+03   1.5881087e+05
   2.5000000e+01  -2.7255123e+05   2.5662672e+05
   2.6000000e+01  -2.5838364e+05   8.3881852e+03
   2.7000000e+01   5.7829607e+04  -2.5387119e+05
   2.8000000e+01   3.1535401e+05  -2.4936882e+05
   2.9000000e+01   2.2583355e+05   4.6872750e+04
   3.0000000e+01  -1.1084926e+05   2.6980234e+05
   3.1000000e+01  -3.2606873e+05   1.0528977e+05
   3.2000000e+01  -1.5079084e+05  -1.8085423e+05
   3.3000000e+01   2.2362974e+05  -2.3235503e+05
   3.4000000e+01   3.1171364e+05  -8.2931672e+04
   3.5000000e+01   1.1259615e+03   1.0991343e+05
   3.6000000e+01  -2.7875555e+05   1.8806689e+05
   3.7000000e+01  -1.7414624e+05  -1.6811463e+04
   3.8000000e+01   1.0971971e+05  -2.8821177e+05
   3.9000000e+01   1.7626999e+05  -1.9095209e+05
   4.0000000e+01   4.5948566e+03   1.3431510e+05
   4.1000000e+01  -1.4235376e+05   2.0399470e+05
   4.2000000e+01  -1.2440032e+05  -3.7065811e+04
   4.3000000e+01   3.0888892e+03  -2.3146247e+05
   4.4000000e+01   1.4510930e+05  -1.0022636e+05
   4.5000000e+01   1.3575049e+05   1.5618717e+05
   4.6000000e+01  -1.0255178e+05   1.7547766e+05
   4.7000000e+01  -2.6845640e+05   2.7059856e+03
   4.8000000e+01  -1.0144070e+05  -1.2265495e+05
   4.9000000e+01   1.9211955e+05  -9.8736485e+04
   5.0000000e+01   2.1278962e+05   4.8738427e+04
   5.1000000e+01  -1.5009842e+05   1.4100339e+05
   5.2000000e+01  -4.3452470e+05   3.0890528e+04
   5.3000000e+01  -1.7394595e+05  -1.1522111e+05
   5.4000000e+01   3.3312766e+05  -8.1172384e+04
   5.5000000e+01   4.3572828e+05   3.9439134e+04
   5.6000000e+01   5.8984331e+03   9.6151635e+04
   5.7000000e+01  -4.3859137e+05   7.1196951e+04
   5.8000000e+01  -3.8438342e+05  -3.1221284e+04
   5.9000000e+01   4.3699023e+04  -9.0305354e+04
   6.0000000e+01   2.8247031e+05   5.6359576e+03
   6.1000000e+01   1.1815147e+05   1.3482377e+05
   6.2000000e+01  -8.8048575e+04   1.4813549e+05
   6.3000000e+01  -6.1074479e+04   1.7181517e+04
   6.4000000e+01   4.1605838e+04  -1.5609194e+05
   6.5000000e+01   1.6685139e+04  -1.1928518e+05
   6.6000000e+01  -7.0752519e+04   1.5041134e+05
   6.7000000e+01  -4.8124304e+04   2.4909513e+05
   6.8000000e+01  -1.3221600e+03   1.1854012e+04
   6.9000000e+01   4.4155725e+04  -1.8909631e+05
   7.0000000e+01   3.4142950e+05  -8.8525752e+04
   7.1000000e+01   5.3957288e+05   1.4503351e+05
   7.2000000e+01   6.4857638e+04   1.8726046e+05
   7.3000000e+01  -4.1688651e+05  -1.0091659e+04
   7.4000000e+01  -3.7572701e+04  -1.0034517e+05
   7.5000000e+01   5.1660469e+05   4.5883526e+04
   7.6000000e+01   2.2930331e+05   1.0076620e+05
   7.7000000e+01  -5.7126760e+05  -7.9786714e+04
   7.8000000e+01  -9.3721515e+05  -2.5409405e+05
   7.9000000e+01  -4.5712940e+05  -1.9527484e+05
   8.0000000e+01   3.5463524e+05   6.5059864e+04
   8.1000000e+01   4.5448576e+05   2.3368102e+05
   8.2000000e+01  -1.8761828e+05   8.5996547e+04
   8.3000000e+01  -4.1155094e+05  -1.5002336e+05
   8.4000000e+01   1.4888061e+05  -1.1602455e+05
   8.5000000e+01   5.3437746e+05   1.0920189e+05
   8.6000000e+01   1.2937477e+05   1.7429549e+05
   8.7000000e+01  -3.6857175e+05   1.5646309e+04
   8.8000000e+01  -1.1034494e+05  -3.1874407e+04
   8.9000000e+01   4.5079754e+05   1.5439237e+05
   9.0000000e+01   4.1213184e+05   1.6105381e+05
   9.1000000e+01   1.0051805e+05  -1.2915167e+05
   9.2000000e+01   1.3394305e+05  -2.2516596e+05
   9.3000000e+01   4.1569804e+02   1.5356390e+04
   9.4000000e+01  -4.0188312e+05   1.9509556e+05
   9.5000000e+01  -1.8923340e+05   9.0605172e+04
   9.6000000e+01   3.2704411e+05  -1.7123314e+05
   9.7000000e+01   1.9165418e+05  -2.6436896e+05
   9.8000000e+01  -1.8137560e+05   1.7280457e+04
   9.9000000e+01  -1.6973280e+05   2.8881226e+05
   1.0000000e+02   1.6670545e+03   1.1681475e+05
   1.0100000e+02   8.1135264e+04  -1.8101420e+05
   1.0200000e+02   8.9605573e+03  -1.9057804e+05
   1.0300000e+02  -9.5708708e+04  -1.5036851e+04
   1.0400000e+02   2.0206799e+04   1.3874634e+05
   1.0500000e+02   1.6225130e+05   1.2232832e+05
   1.0600000e+02  -1.6889167e+04  -5.8008782e+04
   1.0700000e+02  -2.2023577e+05  -1.3224706e+05
   1.0800000e+02  -5.2144917e+04  -2.1949091e+04
   1.0900000e+02   1.9168586e+05   2.7634489e+04
   1.1000000e+02   9.1002319e+04  -6.2861909e+04
